,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS
108537,SP,BR,BRASIL,70793,SÃO CARLOS,13,PT,18175
108551,RS,BR,BRASIL,87327,PARECI NOVO,13,PT,441
108552,RS,BR,BRASIL,89362,PINHAL DA SERRA,13,PT,701
108553,GO,BR,BRASIL,95354,PILAR DE GOIÁS,13,PT,1027
108554,GO,BR,BRASIL,95770,SANTA BÁRBARA DE GOIÁS,13,PT,1411
108563,RO,BR,BRASIL,35,PORTO VELHO,17,PSL,44584
108564,RO,BR,BRASIL,230,COLORADO DO OESTE,17,PSL,6932
108565,MA,BR,BRASIL,7285,BOM LUGAR,17,PSL,1131
108566,PI,BR,BRASIL,12688,CAXINGÓ,17,PSL,569
108614,AM,BR,BRASIL,2615,MAUÉS,13,PT,16543
108615,PA,BR,BRASIL,4278,BELÉM,13,PT,38647
108616,PA,BR,BRASIL,4537,CONCEIÇÃO DO ARAGUAIA,13,PT,9945
108617,PA,BR,BRASIL,4626,PLACAS,13,PT,3478
108618,MA,BR,BRASIL,7820,LAGOA DO MATO,13,PT,5144
108619,MA,BR,BRASIL,9156,SÃO FRANCISCO DO MARANHÃO,13,PT,5748
108620,PI,BR,BRASIL,10758,FLORES DO PIAUÍ,13,PT,2475
108621,PI,BR,BRASIL,10863,LAGOA DE SÃO FRANCISCO,13,PT,3379
108622,PI,BR,BRASIL,11398,OEIRAS,13,PT,17087
109327,RN,BR,BRASIL,18198,RUY BARBOSA,17,PSL,868
109328,PB,BR,BRASIL,21792,SÃO BENTO,17,PSL,8399
109329,ZZ,BR,BRASIL,30392,QUITO,17,PSL,245
109341,BA,BR,BRASIL,36919,LIVRAMENTO DE NOSSA SENHORA,17,PSL,4674
109342,BA,BR,BRASIL,37770,PARIPIRANGA,17,PSL,2761
109343,BA,BR,BRASIL,39411,UBAÍRA,17,PSL,2947
109360,MG,BR,BRASIL,49093,OLÍMPIO NORONHA,17,PSL,807
109361,MG,BR,BRASIL,52299,SÃO GERALDO,17,PSL,1939
109362,RJ,BR,BRASIL,60011,RIO DE JANEIRO,17,PSL,38724
109371,SP,BR,BRASIL,66052,JARINU,17,PSL,11346
109372,SP,BR,BRASIL,69817,RIO DAS PEDRAS,17,PSL,12839
109373,SP,BR,BRASIL,71455,SOROCABA,17,PSL,47885
109374,PR,BR,BRASIL,77755,PLANALTO,17,PSL,3636
109537,PA,BR,BRASIL,4731,ITUPIRANGA,13,PT,12266
109538,PI,BR,BRASIL,11436,PADRE MARCOS,13,PT,3766
109539,PI,BR,BRASIL,12114,SÃO RAIMUNDO NONATO,13,PT,15701
109549,PB,BR,BRASIL,20117,VISTA SERRANA,13,PT,1475
109550,PB,BR,BRASIL,21318,PILAR,13,PT,5638
109551,PE,BR,BRASIL,26115,TRINDADE,13,PT,11966
110069,SC,BR,BRASIL,83836,XANXERÊ,17,PSL,15782
110070,RS,BR,BRASIL,84999,IPÊ,17,PSL,3446
110078,TO,BR,BRASIL,94170,ITAPORÃ DO TOCANTINS,17,PSL,663
110159,PI,BR,BRASIL,12181,CURRAL NOVO DO PIAUÍ,13,PT,2907
110160,CE,BR,BRASIL,13161,CHOROZINHO,13,PT,9598
110161,CE,BR,BRASIL,14516,LAVRAS DA MANGABEIRA,13,PT,14370
110162,PB,BR,BRASIL,19682,TENÓRIO,13,PT,1717
110163,PE,BR,BRASIL,25690,SÃO JOSÉ DO BELMONTE,13,PT,16021
110176,ZZ,BR,BRASIL,30619,TEL AVIV,13,PT,115
110177,BA,BR,BRASIL,35777,IPECAETÁ,13,PT,8417
110178,ZZ,BR,BRASIL,39187,BRAZZAVILLE,13,PT,0
110242,BA,BR,BRASIL,38555,SANTA CRUZ CABRÁLIA,13,PT,7788
110243,MG,BR,BRASIL,40398,ALTEROSA,13,PT,3275
110244,MG,BR,BRASIL,44016,COUTO DE MAGALHÃES DE MINAS,13,PT,1613
110252,MG,BR,BRASIL,46370,ITABIRITO,13,PT,10996
110253,MG,BR,BRASIL,48534,MONTALVÂNIA,13,PT,5201
110254,RJ,BR,BRASIL,58831,RESENDE,13,PT,10671
110255,SP,BR,BRASIL,64491,GUAÍRA,13,PT,4898
110265,SP,BR,BRASIL,69256,PRESIDENTE BERNARDES,13,PT,2281
110266,SC,BR,BRASIL,81299,GUARUJÁ DO SUL,13,PT,1100
110279,RS,BR,BRASIL,87602,SANTA CLARA DO SUL,13,PT,930
110280,MS,BR,BRASIL,90999,JARDIM,13,PT,3973
110288,GO,BR,BRASIL,95435,PIRENÓPOLIS,13,PT,5235
110289,PA,BR,BRASIL,4545,TERRA ALTA,17,PSL,2241
110869,MA,BR,BRASIL,8257,MAGALHÃES DE ALMEIDA,13,PT,6261
110870,MA,BR,BRASIL,8397,MONTES ALTOS,13,PT,3634
110985,PI,BR,BRASIL,11878,SANTO ANTÔNIO DE LISBOA,17,PSL,598
110986,CE,BR,BRASIL,14311,ITAPIÚNA,17,PSL,1821
110987,PB,BR,BRASIL,21490,PUXINANÃ,17,PSL,2990
110988,PB,BR,BRASIL,22292,TACIMA,17,PSL,1062
110989,PE,BR,BRASIL,24457,IPUBI,17,PSL,2223
110998,AL,BR,BRASIL,27430,COQUEIRO SECO,17,PSL,1265
110999,SE,BR,BRASIL,31895,NOSSA SENHORA DA GLÓRIA,17,PSL,3622
111000,BA,BR,BRASIL,33936,BUERAREMA,17,PSL,4698
111001,MG,BR,BRASIL,42242,INDAIABIRA,17,PSL,1564
111014,ES,BR,BRASIL,56626,JOÃO NEIVA,17,PSL,6311
111015,SP,BR,BRASIL,62057,BARRA BONITA,17,PSL,15951
111016,MA,BR,BRASIL,7684,IGARAPÉ DO MEIO,13,PT,6680
111017,PI,BR,BRASIL,12734,AROEIRAS DO ITAIM,13,PT,2414
111018,RN,BR,BRASIL,16020,SERRA DO MEL,13,PT,4668
111028,SP,BR,BRASIL,70092,SALTO GRANDE,17,PSL,2936
111029,PR,BR,BRASIL,79375,UNIÃO DA VITÓRIA,17,PSL,20508
111030,PE,BR,BRASIL,25135,PAULISTA,13,PT,32962
111031,PE,BR,BRASIL,25836,SIRINHAÉM,13,PT,13461
111032,PE,BR,BRASIL,26131,TRIUNFO,13,PT,7109
111033,AL,BR,BRASIL,27251,CAJUEIRO,13,PT,6380
111034,AL,BR,BRASIL,28770,SATUBA,13,PT,3531
111042,MG,BR,BRASIL,45730,GUAXUPÉ,13,PT,10366
111617,PI,BR,BRASIL,10154,ANTÔNIO ALMEIDA,13,PT,1389
111680,MG,BR,BRASIL,51594,SANTA MARIA DE ITABIRA,13,PT,3350
111681,MG,BR,BRASIL,54011,UBERABA,13,PT,20248
111682,MG,BR,BRASIL,54399,VIRGOLÂNDIA,13,PT,1775
111683,ES,BR,BRASIL,56790,PANCAS,13,PT,4842
111684,RJ,BR,BRASIL,59013,SÃO JOÃO DE MERITI,13,PT,21958
111685,RJ,BR,BRASIL,60011,RIO DE JANEIRO,13,PT,30844
111686,SP,BR,BRASIL,61280,BERTIOGA,13,PT,8884
111704,SP,BR,BRASIL,69698,RIBEIRÃO PRETO,13,PT,21928
111705,SP,BR,BRASIL,70890,SÃO JOAQUIM DA BARRA,13,PT,7321
111706,SP,BR,BRASIL,70998,SÃO JOSÉ DOS CAMPOS,13,PT,25805
111720,SC,BR,BRASIL,82694,POUSO REDONDO,13,PT,1556
111721,RS,BR,BRASIL,88706,SETE DE SETEMBRO,13,PT,655
111857,RJ,BR,BRASIL,58270,CONCEIÇÃO DE MACABU,13,PT,4246
111858,SP,BR,BRASIL,65757,ITIRAPUÃ,13,PT,1431
111859,PR,BR,BRASIL,74225,CANDÓI,13,PT,5171
111870,PR,BR,BRASIL,74837,CAMPO MOURÃO,13,PT,16510
111871,SC,BR,BRASIL,80071,ÁGUA DOCE,13,PT,1158
111872,RS,BR,BRASIL,85235,ARROIO DO TIGRE,13,PT,3256
111873,RS,BR,BRASIL,87009,MARIANA PIMENTEL,13,PT,896
111891,RS,BR,BRASIL,89010,SAPUCAIA DO SUL,13,PT,30034
111892,GO,BR,BRASIL,94030,ITABERAÍ,13,PT,9395
111893,TO,BR,BRASIL,95257,PEDRO AFONSO,13,PT,3270
112504,CE,BR,BRASIL,14737,MONSENHOR TABOSA,13,PT,8761
112505,RN,BR,BRASIL,17574,MONTE DAS GAMELEIRAS,13,PT,1361
112506,PB,BR,BRASIL,21873,SÃO JOSÉ DE CAIANA,13,PT,2865
112507,PB,BR,BRASIL,22411,UMBUZEIRO,13,PT,3934
112508,PE,BR,BRASIL,26310,ABREU E LIMA,13,PT,36019
112521,BA,BR,BRASIL,37257,MIGUEL CALMON,13,PT,10224
112524,RR,BR,BRASIL,3034,CARACARAÍ,17,PSL,5631
112525,MA,BR,BRASIL,7544,FERNANDO FALCÃO,17,PSL,993
112541,PI,BR,BRASIL,10782,GEMINIANO,17,PSL,586
112542,PB,BR,BRASIL,19186,SERTÃOZINHO,17,PSL,775
112543,PE,BR,BRASIL,25313,RECIFE,17,PSL,46864
112562,ZZ,BR,BRASIL,29785,HELSINQUE,17,PSL,154
112563,ZZ,BR,BRASIL,30201,NAIRÓBI,17,PSL,16
112564,MG,BR,BRASIL,41297,BERILO,17,PSL,1118
112565,MG,BR,BRASIL,41998,CAETÉ,17,PSL,13593
113261,BA,BR,BRASIL,38164,PRESIDENTE TANCREDO NEVES,13,PT,9629
113262,MG,BR,BRASIL,40878,ARGIRITA,13,PT,1154
113275,MG,BR,BRASIL,53791,TOCANTINS,13,PT,3861
113284,SP,BR,BRASIL,69370,QUEIROZ,13,PT,659
113285,SP,BR,BRASIL,69795,RIO CLARO,13,PT,11404
113295,SC,BR,BRASIL,83712,URUBICI,13,PT,1366
113317,RJ,BR,BRASIL,60011,RIO DE JANEIRO,17,PSL,54499
113333,PR,BR,BRASIL,76937,MARIÓPOLIS,17,PSL,2341
113342,RS,BR,BRASIL,86037,CHAPADA,17,PSL,3828
113343,RS,BR,BRASIL,88838,SÃO MARCOS,17,PSL,10338
113358,GO,BR,BRASIL,95435,PIRENÓPOLIS,17,PSL,8368
113947,GO,BR,BRASIL,93297,CRIXÁS,13,PT,4654
113948,DF,BR,BRASIL,97012,BRASÍLIA,13,PT,30155
113949,RR,BR,BRASIL,3077,BONFIM,17,PSL,3778
113950,PA,BR,BRASIL,4030,ACARÁ,17,PSL,7548
113951,MA,BR,BRASIL,8060,PEDRO DO ROSÁRIO,17,PSL,1146
113964,CE,BR,BRASIL,13250,ARARIPE,17,PSL,1026
113965,CE,BR,BRASIL,15270,QUIXADÁ,17,PSL,13272
113980,ZZ,BR,BRASIL,30228,NOVA YORK,17,PSL,6811
113981,BA,BR,BRASIL,34878,COTEGIPE,17,PSL,1259
113982,BA,BR,BRASIL,36617,JEQUIÉ,17,PSL,14404
113983,MG,BR,BRASIL,41041,MARTINS SOARES,17,PSL,2047
113996,MG,BR,BRASIL,53473,SILVIANÓPOLIS,17,PSL,2334
113997,SP,BR,BRASIL,61654,ARARAS,17,PSL,54587
114178,MA,BR,BRASIL,7757,DUQUE BACELAR,17,PSL,591
114179,MA,BR,BRASIL,8230,LUÍS DOMINGUES,17,PSL,1116
114180,PI,BR,BRASIL,10626,BELA VISTA DO PIAUÍ,17,PSL,155
114181,CE,BR,BRASIL,14176,IPU,17,PSL,4171
114182,CE,BR,BRASIL,14990,PACUJÁ,17,PSL,499
114183,CE,BR,BRASIL,15997,PARAIPABA,17,PSL,5796
114195,ZZ,BR,BRASIL,29270,ACCRA-GANA,17,PSL,5
114196,BA,BR,BRASIL,37052,MALHADA,17,PSL,2121
114197,BA,BR,BRASIL,37575,NOVA ITARANA,17,PSL,765
114209,MG,BR,BRASIL,41980,CUPARAQUE,17,PSL,1853
114210,MG,BR,BRASIL,47872,MANHUAÇU,17,PSL,23678
114211,MG,BR,BRASIL,50458,PORTO FIRME,17,PSL,2197
114212,MG,BR,BRASIL,51110,RIO PARDO DE MINAS,17,PSL,4311
114253,PA,BR,BRASIL,4618,GURUPÁ,13,PT,9551
114254,MA,BR,BRASIL,7927,MARANHÃOZINHO,13,PT,4380
114266,CE,BR,BRASIL,13854,CRATO,13,PT,59204
114267,PB,BR,BRASIL,20273,GUARABIRA,13,PT,18078
114268,AL,BR,BRASIL,27855,MACEIÓ,13,PT,28747
114269,AL,BR,BRASIL,28517,QUEBRANGULO,13,PT,5053
114286,BA,BR,BRASIL,35378,IAÇU,13,PT,11236
114287,MG,BR,BRASIL,40282,JAÍBA,13,PT,9618
114288,MG,BR,BRASIL,40584,PONTO DOS VOLANTES,13,PT,3304
114745,SP,BR,BRASIL,68918,PITANGUEIRAS,17,PSL,11391
114746,PR,BR,BRASIL,74306,FAROL,17,PSL,1176
114758,RS,BR,BRASIL,88773,SÃO LEOPOLDO,17,PSL,36348
114771,DF,BR,BRASIL,97012,BRASÍLIA,17,PSL,39900
115083,RJ,BR,BRASIL,58416,ITAOCARA,13,PT,3047
115084,SP,BR,BRASIL,61298,ALVINLÂNDIA,13,PT,686
115085,SP,BR,BRASIL,61638,ARARAQUARA,13,PT,15576
115101,SP,BR,BRASIL,70777,SÃO CAETANO DO SUL,13,PT,13182
115102,PR,BR,BRASIL,77690,PIRAQUARA,13,PT,16251
115112,SC,BR,BRASIL,81248,CAPÃO ALTO,13,PT,680
115113,RS,BR,BRASIL,88390,SANTA CRUZ DO SUL,13,PT,12103
115114,RS,BR,BRASIL,89214,TAPEJARA,13,PT,2818
115115,RS,BR,BRASIL,89419,TRÊS PASSOS,13,PT,5713
115130,GO,BR,BRASIL,92835,CACHOEIRA DE GOIÁS,13,PT,520
115131,GO,BR,BRASIL,93360,ABADIA DE GOIÁS,13,PT,1928
115132,RO,BR,BRASIL,574,MIRANTE DA SERRA,17,PSL,3543
115921,AM,BR,BRASIL,2437,ITAPIRANGA,17,PSL,1831
115922,MA,BR,BRASIL,7030,ALCÂNTARA,17,PSL,1504
115923,MA,BR,BRASIL,7323,BOA VISTA DO GURUPI,17,PSL,734
115936,PB,BR,BRASIL,19143,MATINHAS,17,PSL,624
115937,PE,BR,BRASIL,25550,SANTA TEREZINHA,17,PSL,808
115953,ZZ,BR,BRASIL,39241,ASTANA,17,PSL,0
115954,BA,BR,BRASIL,39632,VERA CRUZ,17,PSL,4875
115955,MG,BR,BRASIL,40860,UBAPORANGA,17,PSL,3808
115969,MG,BR,BRASIL,41874,BURITIZEIRO,17,PSL,4703
115970,MG,BR,BRASIL,46337,ITABIRA,17,PSL,35136
115971,MG,BR,BRASIL,47716,LIMA DUARTE,17,PSL,3446
116832,SP,BR,BRASIL,62294,BIRIGUI,17,PSL,50564
116833,SP,BR,BRASIL,68012,PALESTINA,17,PSL,4109
116834,SP,BR,BRASIL,68233,PARDINHO,17,PSL,2681
116835,SP,BR,BRASIL,71072,SÃO PAULO,17,PSL,52408
116854,RS,BR,BRASIL,87777,PALMEIRA DAS MISSÕES,17,PSL,9490
116868,ZZ,BR,BRASIL,99155,PUERTO IGUAZÚ,17,PSL,0
118661,MA,BR,BRASIL,8753,POÇÃO DE PEDRAS,13,PT,8116
118662,PI,BR,BRASIL,10766,CURRAIS,13,PT,3284
118669,CE,BR,BRASIL,14591,MARTINÓPOLE,13,PT,6177
118670,PB,BR,BRASIL,19372,BAYEUX,13,PT,29039
118671,ZZ,BR,BRASIL,29416,BOSTON,13,PT,1827
118672,ZZ,BR,BRASIL,30325,PORT OF SPAIN,13,PT,4
118686,BA,BR,BRASIL,33634,BARREIRAS,13,PT,22256
118687,MG,BR,BRASIL,42285,JENIPAPO DE MINAS,13,PT,1948
118702,RJ,BR,BRASIL,58009,QUISSAMÃ,13,PT,4752
118703,RJ,BR,BRASIL,58262,IGUABA GRANDE,13,PT,3300
118708,SP,BR,BRASIL,66257,JUQUITIBA,13,PT,5427
118709,SP,BR,BRASIL,71072,SÃO PAULO,13,PT,47919
119568,PR,BR,BRASIL,75019,CERRO AZUL,13,PT,5283
119569,PR,BR,BRASIL,75175,CONGONHINHAS,13,PT,2730
119570,SC,BR,BRASIL,80209,TIMBÓ GRANDE,13,PT,1958
119584,SC,BR,BRASIL,82570,PIRATUBA,13,PT,1061
119585,RS,BR,BRASIL,85375,BARRA DO RIBEIRO,13,PT,2789
119586,MT,BR,BRASIL,91103,ITANHANGÁ,13,PT,601
119587,MS,BR,BRASIL,91413,RIBAS DO RIO PARDO,13,PT,3588
119588,GO,BR,BRASIL,92649,SÃO LUIZ DO NORTE,13,PT,1432
119608,TO,BR,BRASIL,94838,NAZARÉ,13,PT,1934
119609,MA,BR,BRASIL,7684,IGARAPÉ DO MEIO,17,PSL,957
119610,MA,BR,BRASIL,7862,LAJEADO NOVO,17,PSL,1386
119624,PB,BR,BRASIL,19160,LOGRADOURO,17,PSL,833
120495,ZZ,BR,BRASIL,29998,LUANDA,17,PSL,91
120496,SE,BR,BRASIL,31399,DIVINA PASTORA,17,PSL,510
120497,MG,BR,BRASIL,45853,IAPU,17,PSL,3269
120499,AC,BR,BRASIL,1457,SENA MADUREIRA,13,PT,3711
120500,PA,BR,BRASIL,4898,MELGAÇO,13,PT,6115
120515,MG,BR,BRASIL,46256,IPATINGA,17,PSL,33768
120516,MG,BR,BRASIL,51292,RUBELITA,17,PSL,746
120517,MA,BR,BRASIL,8141,PRESIDENTE SARNEY,13,PT,8456
120518,PB,BR,BRASIL,19453,BOM JESUS,13,PT,1999
120525,SP,BR,BRASIL,65790,ITU,17,PSL,64175
120526,SP,BR,BRASIL,68993,POLONI,17,PSL,2275
120527,SP,BR,BRASIL,70610,SANTO ANTÔNIO DE POSSE,17,PSL,8882
120528,PE,BR,BRASIL,25615,SÃO CAITANO,13,PT,16917
120529,PE,BR,BRASIL,25917,TABIRA,13,PT,13138
120530,PE,BR,BRASIL,25933,TACAIMBÓ,13,PT,5724
120531,BA,BR,BRASIL,36218,ITANHÉM,13,PT,6182
120538,RS,BR,BRASIL,86347,BARÃO DO TRIUNFO,17,PSL,2118
120539,MT,BR,BRASIL,90867,NOVA LACERDA,17,PSL,1667
120540,MT,BR,BRASIL,90956,JACIARA,17,PSL,9854
120541,MG,BR,BRASIL,41505,SANTA HELENA DE MINAS,13,PT,2189
120542,MG,BR,BRASIL,44075,CRISTIANO OTONI,13,PT,1232
120543,MG,BR,BRASIL,45950,IBIRITÉ,13,PT,13843
120544,MG,BR,BRASIL,48917,NEPOMUCENO,13,PT,4738
120545,MG,BR,BRASIL,49450,PARAISÓPOLIS,13,PT,2970
120546,MG,BR,BRASIL,50970,RIO CASCA,13,PT,3964
121412,GO,BR,BRASIL,93998,IPORÁ,17,PSL,11074
121413,GO,BR,BRASIL,95079,OUVIDOR,17,PSL,2937
121414,ZZ,BR,BRASIL,99180,NASSAU,17,PSL,16
121416,SP,BR,BRASIL,66818,MARÍLIA,13,PT,11084
121417,SP,BR,BRASIL,68136,PARAIBUNA,13,PT,3183
121418,SP,BR,BRASIL,71617,TAGUAÍ,13,PT,1878
121429,SC,BR,BRASIL,80497,BOM RETIRO,13,PT,1518
121430,RS,BR,BRASIL,85898,CANOAS,13,PT,31162
121431,RS,BR,BRASIL,86029,FAXINALZINHO,13,PT,725
121432,RS,BR,BRASIL,86630,FONTOURA XAVIER,13,PT,3354
121451,MS,BR,BRASIL,90891,ITAPORÃ,13,PT,3025
121452,AM,BR,BRASIL,2550,MANAUS,17,PSL,65013
122315,MA,BR,BRASIL,8435,NINA RODRIGUES,17,PSL,777
122316,PI,BR,BRASIL,12297,DIRCEU ARCOVERDE,17,PSL,305
122317,CE,BR,BRASIL,13137,ALTO SANTO,17,PSL,1134
122318,RN,BR,BRASIL,17590,MOSSORÓ,17,PSL,28866
122329,PB,BR,BRASIL,19615,CAAPORÃ,17,PSL,3602
122330,PE,BR,BRASIL,23876,CHÃ DE ALEGRIA,17,PSL,1974
122331,BA,BR,BRASIL,33073,ÁGUA FRIA,17,PSL,1241
122332,BA,BR,BRASIL,35238,GANDU,17,PSL,5526
122333,BA,BR,BRASIL,37567,NOVA FÁTIMA,17,PSL,1217
122334,BA,BR,BRASIL,37710,PALMEIRAS,17,PSL,562
122352,MG,BR,BRASIL,40410,ALTO RIO DOCE,17,PSL,1908
122353,MG,BR,BRASIL,48674,MONTE SIÃO,17,PSL,10372
122367,SP,BR,BRASIL,68519,PEREIRAS,17,PSL,3174
123227,PA,BR,BRASIL,5673,REDENÇÃO,13,PT,12661
123228,CE,BR,BRASIL,15920,IBICUITINGA,13,PT,6823
123234,PR,BR,BRASIL,74128,ÂNGULO,17,PSL,1378
123235,PR,BR,BRASIL,74470,BARBOSA FERRAZ,17,PSL,3707
123236,SC,BR,BRASIL,80489,ARABUTÃ,17,PSL,1943
123250,RS,BR,BRASIL,86681,DOIS IRMÃOS DAS MISSÕES,17,PSL,673
123251,RS,BR,BRASIL,89737,CAPÃO DO LEÃO,17,PSL,6517
123252,TO,BR,BRASIL,95273,PEIXE,17,PSL,1633
123258,MG,BR,BRASIL,42030,CAJURI,13,PT,1986
123259,MG,BR,BRASIL,42200,IBIRACATU,13,PT,2585
123271,RJ,BR,BRASIL,58777,PETRÓPOLIS,13,PT,16194
124161,RS,BR,BRASIL,84867,GUABIJU,13,PT,222
124162,MT,BR,BRASIL,90956,JACIARA,13,PT,4434
124163,GO,BR,BRASIL,93548,IPIRANGA DE GOIÁS,13,PT,762
124174,CE,BR,BRASIL,98531,QUIXELÔ,13,PT,8979
124175,PI,BR,BRASIL,10081,BONFIM DO PIAUÍ,17,PSL,179
125055,CE,BR,BRASIL,14214,IRACEMA,17,PSL,1232
125056,CE,BR,BRASIL,14397,JAGUARIBE,17,PSL,3553
125057,PB,BR,BRASIL,20672,LAGOA SECA,17,PSL,6066
125058,PB,BR,BRASIL,20850,MASSARANDUBA,17,PSL,2248
125059,AL,BR,BRASIL,27774,JUNDIÁ,17,PSL,855
125071,SE,BR,BRASIL,32395,SÃO MIGUEL DO ALEIXO,17,PSL,520
125072,MG,BR,BRASIL,41092,BARÃO DE MONTE ALTO,17,PSL,1480
125079,MG,BR,BRASIL,50350,POÇOS DE CALDAS,17,PSL,22674
125080,MG,BR,BRASIL,52213,SÃO FRANCISCO,17,PSL,6705
125081,MG,BR,BRASIL,52256,SÃO FRANCISCO DE SALES,17,PSL,1280
125082,RJ,BR,BRASIL,58190,CAMPOS DOS GOYTACAZES,17,PSL,40839
125083,SP,BR,BRASIL,61000,EUCLIDES DA CUNHA PAULISTA,17,PSL,1660
125084,SP,BR,BRASIL,63576,COSMÓPOLIS,17,PSL,21333
125099,SP,BR,BRASIL,70254,SANTA CRUZ DA CONCEIÇÃO,17,PSL,2202
125100,SP,BR,BRASIL,71412,SILVEIRAS,17,PSL,2255
125960,RS,BR,BRASIL,86800,HULHA NEGRA,17,PSL,1399
125961,RS,BR,BRASIL,87416,MARIANO MORO,17,PSL,756
125962,RS,BR,BRASIL,87815,PANAMBI,17,PSL,17514
125963,MT,BR,BRASIL,90808,NOVO MUNDO,17,PSL,2229
126021,RO,BR,BRASIL,558,VALE DO PARAÍSO,13,PT,1407
126022,AC,BR,BRASIL,1120,ACRELÂNDIA,13,PT,1300
126023,PA,BR,BRASIL,5339,SANTANA DO ARAGUAIA,13,PT,5241
126024,PI,BR,BRASIL,12009,SÃO JOÃO DA FRONTEIRA,13,PT,2919
126025,PI,BR,BRASIL,12076,SÃO MIGUEL DO TAPUIO,13,PT,9062
126038,RN,BR,BRASIL,16098,ALEXANDRIA,13,PT,6767
126039,PE,BR,BRASIL,23280,TAMANDARÉ,13,PT,8304
126057,BA,BR,BRASIL,38270,RIACHÃO DO JACUÍPE,13,PT,17152
126075,MG,BR,BRASIL,44598,DORES DE CAMPOS,13,PT,1996
126076,MG,BR,BRASIL,44750,ENGENHEIRO NAVARRO,13,PT,2719
126077,MG,BR,BRASIL,54054,UMBURATIBA,13,PT,1088
126936,AM,BR,BRASIL,2399,IPIXUNA,13,PT,5055
126937,MA,BR,BRASIL,9512,VITÓRIA DO MEARIM,13,PT,13071
126938,RJ,BR,BRASIL,58343,SÃO JOSÉ DE UBÁ,13,PT,1492
126939,SP,BR,BRASIL,61972,BANANAL,13,PT,2428
126948,SP,BR,BRASIL,65099,ILHABELA,13,PT,5042
126949,SP,BR,BRASIL,66079,JAÚ,13,PT,12272
126950,SP,BR,BRASIL,69175,POTIRENDABA,13,PT,2098
126951,SP,BR,BRASIL,71455,SOROCABA,13,PT,11933
126952,PR,BR,BRASIL,78336,SALGADO FILHO,13,PT,1493
126964,RS,BR,BRASIL,87521,QUEVEDOS,13,PT,851
126965,RS,BR,BRASIL,87530,MUÇUM,13,PT,600
126966,RS,BR,BRASIL,89478,TUPANCIRETÃ,13,PT,5552
126967,MT,BR,BRASIL,90239,ARAGUAINHA,13,PT,296
126979,GO,BR,BRASIL,92762,TERESINA DE GOIÁS,13,PT,1085
126980,GO,BR,BRASIL,96458,ACREÚNA,13,PT,4278
126981,RO,BR,BRASIL,604,MINISTRO ANDREAZZA,17,PSL,2840
126982,PA,BR,BRASIL,4111,ALTAMIRA,17,PSL,33549
126983,MA,BR,BRASIL,7803,LAGO DOS RODRIGUES,17,PSL,1217
126994,MA,BR,BRASIL,9318,SUCUPIRA DO NORTE,17,PSL,1024
126995,PI,BR,BRASIL,11053,JERUMENHA,17,PSL,507
126996,PB,BR,BRASIL,19720,PARARI,17,PSL,302
127840,PB,BR,BRASIL,20257,FREI MARTINHO,17,PSL,495
127859,ZZ,BR,BRASIL,29394,BISSAU,17,PSL,14
127860,ZZ,BR,BRASIL,29637,DAMASCO,17,PSL,0
127861,BA,BR,BRASIL,36692,JUAZEIRO,17,PSL,17133
127862,BA,BR,BRASIL,37273,MILAGRES,17,PSL,1267
127874,MG,BR,BRASIL,49492,PASSABÉM,17,PSL,531
127875,MG,BR,BRASIL,51713,SANTANA DO DESERTO,17,PSL,893
127876,MS,BR,BRASIL,55042,NOVO HORIZONTE DO SUL,17,PSL,1312
127885,SP,BR,BRASIL,62553,BRAÚNA,17,PSL,2402
127886,SP,BR,BRASIL,65315,IRAPUÃ,17,PSL,2891
127892,SC,BR,BRASIL,82554,PINHEIRO PRETO,17,PSL,1429
127893,SC,BR,BRASIL,82813,RANCHO QUEIMADO,17,PSL,1775
127894,RS,BR,BRASIL,86649,COXILHA,17,PSL,1159
128758,GO,BR,BRASIL,95559,PORANGATU,17,PSL,11934
129611,CE,BR,BRASIL,13897,FORTALEZA,13,PT,47868
129612,CE,BR,BRASIL,13935,GENERAL SAMPAIO,13,PT,4308
129613,PB,BR,BRASIL,22136,SERRA DA RAIZ,13,PT,1308
129621,AL,BR,BRASIL,27715,JAPARATINGA,13,PT,2066
129622,AL,BR,BRASIL,27952,MARIBONDO,13,PT,4667
129623,BA,BR,BRASIL,33456,ARATUÍPE,13,PT,4635
129638,MG,BR,BRASIL,48658,MONTES CLAROS,13,PT,24122
129639,MG,BR,BRASIL,49174,OURO BRANCO,13,PT,8795
129640,MG,BR,BRASIL,50091,PIMENTA,13,PT,1725
129641,MG,BR,BRASIL,53538,SOBRÁLIA,13,PT,1281
129642,MS,BR,BRASIL,55069,FIGUEIRÃO,13,PT,670
129643,ES,BR,BRASIL,57037,VILA VELHA,13,PT,21678
129644,SP,BR,BRASIL,61000,EUCLIDES DA CUNHA PAULISTA,13,PT,2860
129657,SP,BR,BRASIL,69914,RUBINÉIA,13,PT,569
129658,SP,BR,BRASIL,71072,SÃO PAULO,13,PT,29869
129659,PR,BR,BRASIL,74659,CAFEARA,13,PT,955
129660,PR,BR,BRASIL,77992,QUINTA DO SOL,13,PT,1431
129696,PA,BR,BRASIL,5517,SÃO MIGUEL DO GUAMÁ,13,PT,16700
